8,34,207,0
0,90,206,2
0,148,218,2
0,205,230,4
0,224,200,4
7,214,152,6
18,196,75,6
76,186,9,8
146,157,7,8
158,106,14,10
156,64,17,10
154,33,37,12
140,10,57,12
119,0,58,14
55,0,106,7
0,0,179,0
2,0,229,2
1,42,254,2
0,128,254,4
1,212,255,4
0,242,204,6
0,217,102,6
11,189,48,8
34,160,40,8
56,132,32,10
76,102,26,10
98,73,20,12
121,44,12,12
144,15,4,14
92,17,121,7
18,70,242,0
4,152,248,2
0,219,248,2
0,226,212,4
20,204,156,4
50,190,103,6
62,176,60,6
82,176,36,8
141,184,13,8
193,164,32,10
186,112,60,10
167,80,72,12
163,74,94,12
147,54,84,14
98,20,154,7
52,42,238,0
30,126,243,2
10,204,250,2
0,234,222,4
1,216,158,4
0,192,94,6
0,168,31,6
47,163,0,8
142,182,0,8
196,162,0,10
212,106,0,10
216,72,22,12
204,55,63,12
178,41,78,14
107,18,140,7
48,42,224,0
30,122,242,2
10,199,248,2
0,229,218,4
0,214,156,4
0,190,94,6
0,166,30,6
46,165,0,8
142,181,0,8
196,162,0,10
211,106,0,10
214,71,20,12
204,56,63,12
166,40,72,14
96,16,136,7
49,40,220,0
29,118,230,2
10,178,224,2
0,208,198,4
0,206,150,4
0,188,93,6
0,168,34,6
44,160,1,8
139,176,0,8
197,161,10,10
208,105,10,10
214,70,22,12
208,56,64,12
179,42,78,14
111,18,155,7
54,42,242,0
32,128,247,2
10,205,252,2
0,236,224,4
0,219,160,4
0,196,96,6
0,172,32,6
48,168,0,8
144,184,0,8
200,165,0,10
216,108,0,10
218,72,22,12
208,56,64,12
182,42,78,14
112,18,156,7
54,42,239,0
32,126,244,2
10,190,237,2
0,220,208,4
0,215,157,4
0,192,93,6
0,172,32,6
48,168,0,8
144,184,0,8
200,165,0,10
216,108,0,10
218,72,22,12
208,56,64,12
182,42,78,14
96,32,152,7
37,70,240,0
30,154,250,2
21,216,248,2
38,224,214,4
58,202,159,4
69,187,108,6
71,174,68,6
88,174,44,8
142,182,20,8
191,164,40,10
186,114,65,10
164,82,71,12
160,74,92,12
144,56,84,14
84,36,154,7
37,65,240,0
27,150,245,2
23,217,246,2
39,224,212,4
58,202,156,4
68,188,104,6
72,176,64,6
90,174,42,8
144,182,22,8
194,164,40,10
185,114,63,10
164,83,73,12
142,68,86,12
119,44,72,14
87,43,126,8
40,72,210,2
12,121,234,2
0,196,244,4
15,221,200,4
44,192,116,6
59,165,68,6
54,128,42,8
102,138,48,8
194,170,67,10
218,157,72,10
178,90,84,12
136,28,84,12
100,9,51,14
76,34,112,8
48,81,212,2
12,122,235,2
0,196,245,4
18,222,200,4
48,193,118,6
58,166,68,6
52,126,43,8
102,138,48,8
194,170,67,10
217,155,68,10
190,114,98,12
148,53,102,12
118,35,76,14
78,46,133,8
31,66,207,2
10,121,235,2
1,195,244,4
14,220,199,4
42,192,116,6
57,165,67,6
52,126,43,8
102,138,48,8
194,170,67,10
209,140,54,10
169,72,67,12
136,28,84,12
100,9,51,14
58,14,134,7
36,66,240,0
26,150,245,2
22,218,246,2
40,224,213,4
58,203,156,4
69,189,104,6
74,176,64,6
91,174,42,8
144,182,22,8
194,164,40,10
184,114,63,10
162,82,72,12
158,74,93,12
144,56,84,14
78,34,156,7
18,63,242,0
6,150,247,2
0,218,248,2
12,226,213,4
40,204,155,4
61,191,101,6
67,178,58,6
86,176,30,8
143,182,8,8
194,164,32,10
186,112,60,10
165,80,72,12
162,72,94,12
146,53,84,14
86,34,154,7
37,65,240,0
27,150,245,2
23,217,246,2
39,224,212,4
58,202,156,4
69,189,104,6
73,176,64,6
90,174,42,8
144,182,22,8
194,164,40,10
185,114,63,10
164,83,73,12
142,68,86,12
119,44,72,14
77,30,148,7
36,65,238,0
27,150,245,2
23,217,246,2
39,224,212,4
58,202,156,4
69,189,104,6
73,176,64,6
90,175,42,8
144,182,22,8
191,162,40,10
182,112,62,10
163,82,72,12
142,68,86,12
120,45,72,14
60,17,118,8
0,0,199,2
0,1,239,2
1,64,254,4
34,165,254,4
34,222,254,6
52,231,230,6
51,211,186,8
0,185,84,8
40,160,0,10
158,188,78,10
226,200,84,12
226,118,42,12
240,36,90,14
138,20,172,7
35,66,238,0
46,122,244,2
54,166,250,2
58,216,254,4
56,230,229,4
62,206,163,6
94,186,64,6
158,174,2,8
196,143,36,8
170,94,61,10
153,66,72,10
148,55,112,12
156,70,138,12
166,97,166,14
103,64,210,7
37,65,240,0
27,147,242,2
23,214,243,2
39,224,212,4
58,202,156,4
68,188,104,6
72,176,64,6
90,174,42,8
144,182,22,8
193,164,40,10
184,114,64,10
164,83,73,12
142,68,86,12
119,44,72,14
92,49,130,7
58,85,202,0
43,140,216,2
36,208,236,2
32,234,226,4
26,216,182,4
20,191,140,6
14,164,107,6
54,160,100,8
144,178,113,8
200,159,102,10
215,106,71,10
216,72,58,12
206,58,70,12
180,46,74,14
87,20,129,7
20,50,193,0
32,130,210,2
24,176,234,2
16,210,218,4
14,213,164,4
11,186,127,6
10,160,106,6
54,152,96,8
139,166,96,8
193,152,90,10
208,96,70,10
190,64,58,12
177,56,66,12
165,40,72,14
74,16,135,7
2,40,216,0
14,109,244,2
14,168,255,2
1,214,216,4
0,217,132,4
0,188,65,6
0,160,42,6
49,157,20,8
144,177,3,8
196,156,2,10
202,87,23,10
186,56,47,12
171,50,64,12
152,20,78,14
85,34,154,7
48,42,224,0
0,252,214,4
11,186,127,6
0,168,31,6
186,112,60,10
0,218,248,2
44,192,116,6
158,106,14,10
148,55,112,12
146,53,84,14
162,82,72,12
107,18,140,7
27,147,242,2
107,18,140,7
46,165,0,8
74,26,156,7
36,66,240,0
38,224,214,4
39,224,212,4
186,112,60,10
49,40,220,0
37,65,240,0
143,182,8,8
144,183,9,8
186,112,60,10
100,9,51,14
2,0,229,2
0,168,31,6
12,226,213,4
61,191,101,6
209,140,54,10
1,216,158,4
48,39,223,0
163,82,72,12
148,54,84,14
90,175,42,8
194,170,67,10
67,178,58,6
100,9,51,14
166,97,166,14
48,81,212,2
196,162,0,10
119,44,72,14
194,164,40,10
194,170,67,10
18,196,75,6
0,76,255,4
156,70,138,12
144,182,22,8
162,72,94,12
34,165,254,4
179,42,78,14
86,176,30,8
0,206,150,4
0,232,255,4
84,36,154,7
62,232,220,8
27,150,245,2
144,182,22,8
18,63,242,0
33,169,251,2
182,42,78,14
67,178,58,6
36,56,240,0
27,147,242,2
212,106,0,10
58,203,156,4
132,32,40,12
0,217,102,6
20,204,156,4
73,176,64,6
120,160,5,8
76,34,112,8
196,162,0,10
61,191,101,6
0,148,218,2
56,230,229,4
71,174,68,6
78,46,133,8
54,128,42,8
194,170,67,10
1,195,244,4
192,138,30,10
120,160,5,8
76,186,9,8
48,42,224,0
240,36,90,14
178,76,0,12
138,20,172,7
68,196,104,6
37,65,240,0
0,208,198,4
144,182,22,8
84,16,152,7
91,30,78,7
186,56,47,12
195,164,32,10
33,169,251,2
49,157,20,8
120,160,5,8
18,63,242,0
208,56,64,12
29,118,230,2
186,124,76,10
186,114,65,10
165,80,72,12
178,76,0,12
90,174,42,8
67,178,58,6
185,114,63,10
40,204,155,4
14,124,254,2
8,34,207,0
226,200,84,12
84,28,152,7
194,164,40,10
152,20,78,14
162,82,72,12
50,215,182,6
0,128,255,4
142,182,20,8
162,72,94,12
0,196,245,4
0,217,102,6
182,112,62,10
58,216,254,4
34,60,218,4
92,17,121,7
142,68,86,12
68,196,104,6
186,112,60,10
94,186,64,6
0,168,0,6
48,42,224,0
61,191,101,6
0,168,34,6
6,168,38,6
68,196,104,6
32,130,210,2
14,213,164,4
134,165,49,10
84,28,152,7
58,202,156,4
56,17,148,7
56,230,229,4
158,106,14,10
73,176,64,6
73,176,64,6
0,90,206,2
54,42,239,0
20,191,140,6
68,196,104,6
40,72,210,2
156,10,68,14
12,226,213,4
67,178,58,6
27,147,242,2
0,204,152,4
144,182,22,8
162,72,94,12
90,174,42,8
186,124,76,10
128,127,0,12
144,184,0,8
0,229,218,4
0,219,244,6
50,162,251,4
188,112,60,10
200,165,0,10
31,66,207,2
34,160,40,8
58,202,156,4
0,0,199,2
134,179,0,8
39,224,212,4
144,178,113,8
216,108,0,10
14,109,244,2
1,216,158,4
36,124,252,2
150,134,35,12
75,176,64,6
6,150,247,2
67,178,58,6
191,163,0,10
18,63,242,0
143,182,8,8
119,44,72,14
186,114,65,10
164,83,73,12
27,147,242,2
163,74,94,12
0,160,42,6
14,168,255,2
28,219,81,6
194,164,40,10
146,53,84,14
91,30,78,7
74,176,64,6
7,214,152,6
31,66,207,2
218,72,22,12
164,74,94,12
138,178,0,8
198,106,0,10
0,232,255,4
10,238,163,6
90,174,42,8
190,114,98,12
82,175,37,8
166,40,72,14
69,189,104,6
171,50,64,12
7,214,152,6
0,168,31,6
142,68,86,12
217,155,68,10
193,164,32,10
54,204,236,4
0,220,246,2
122,46,41,13
0,214,156,4
48,81,212,2
0,168,34,6
197,161,10,10
88,174,44,8
107,18,140,7
158,97,17,12
162,72,94,12
160,20,64,14
143,182,8,8
54,42,239,0
83,36,153,7
56,17,148,7
0,217,132,4
216,72,22,12
186,112,60,10
29,120,232,2
119,44,72,14
0,0,128,0
36,124,252,2
1,195,244,4
202,87,23,10
60,198,133,8
40,160,0,10
0,26,230,2
48,168,0,8
144,184,0,8
196,162,0,10
139,176,0,8
164,83,73,12
27,147,242,2
144,182,22,8
119,0,58,14
0,230,153,8
214,70,22,12
11,186,127,6
144,15,4,14
194,164,40,10
10,198,244,2
0,100,220,2
39,224,212,4
160,20,64,14
74,176,64,6
142,181,0,8
74,26,156,7
61,191,101,6
142,68,86,12
160,75,94,12
170,56,145,14
191,162,40,10
49,157,20,8
212,106,0,10
218,72,22,12
102,138,48,8
208,56,64,12
160,75,94,12
152,20,78,14
6,150,247,2
0,234,222,4
158,188,78,10
178,76,0,12
193,164,32,10
160,20,64,14
194,164,40,10
18,218,254,4
42,36,204,0
11,189,48,8
0,255,230,8
120,210,10,8
0,236,224,4
176,22,62,12
146,53,84,14
160,75,94,12
0,255,230,8
67,178,58,6
144,56,84,14
30,184,255,2
78,34,156,7
10,238,163,6
87,20,129,7
193,152,90,10
27,150,245,2
27,32,190,2
144,184,0,8
1,212,255,4
0,242,204,6
184,114,63,10
11,189,48,8
0,172,32,6
120,210,10,8
1,42,254,2
30,213,238,4
18,222,200,4
79,22,160,7
88,144,70,10
14,164,107,6
36,124,252,2
112,18,156,7
193,164,32,10
0,190,94,6
34,165,254,4
40,122,246,2
116,46,37,14
1,225,214,4
86,176,30,8
0,218,248,2
27,32,190,2
92,17,121,7
143,182,8,8
185,114,63,10
10,190,237,2
46,164,0,8
6,150,247,2
89,22,147,7
67,178,58,6
0,168,31,6
146,53,84,14
34,222,254,6
23,217,246,2
40,204,155,4
10,160,106,6
96,16,136,7
166,39,72,14
67,178,58,6
0,81,255,2
40,122,246,2
60,198,133,8
179,42,78,14
68,39,162,8
216,72,22,12
12,226,213,4
142,182,8,8
0,255,230,8
29,120,232,2
0,218,248,2
162,72,94,12
186,112,60,10
34,60,218,4
0,172,32,6
10,238,163,6
0,0,128,0
30,126,243,2
0,206,150,4
128,169,0,8
0,217,132,4
166,40,72,14
75,176,64,6
42,36,204,0
68,188,104,6
39,224,212,4
69,187,108,6
189,56,26,12
156,64,17,10
0,172,32,6
218,157,72,10
0,230,153,8
60,252,233,6
194,164,32,10
160,74,92,12
50,190,103,6
234,84,0,8
37,65,240,0
0,230,247,4
178,90,84,12
67,178,58,6
27,150,245,2
156,70,138,12
90,174,42,8
12,121,234,2
86,176,30,8
157,156,50,10
35,66,238,0
138,177,1,8
52,193,125,6
61,191,101,6
144,182,22,8
216,72,58,12
119,28,90,14
162,72,94,12
60,252,233,6
62,232,220,8
160,75,94,12
32,30,220,2
32,30,220,2
42,160,0,8
34,218,184,4
83,36,153,7
111,18,155,7
8,34,207,0
50,162,251,4
164,82,71,12
40,122,246,2
144,56,84,14
1,214,216,4
30,154,250,2
146,53,84,14
166,39,72,14
136,28,84,12
53,22,130,7
28,150,246,2
90,174,42,8
10,178,224,2
74,16,135,7
91,174,42,8
82,175,37,8
92,17,121,7
24,38,152,0
7,214,152,6
52,126,43,8
40,204,155,4
6,150,247,2
144,56,84,14
212,106,0,10
88,37,130,7
169,72,67,12
0,0,128,0
0,42,254,2
162,72,94,12
0,252,214,4
14,220,199,4
23,217,246,2
0,219,244,6
24,38,152,0
58,216,254,4
0,0,179,2
87,20,129,7
30,184,255,2
180,46,74,14
164,84,75,10
39,224,212,4
43,140,216,2
1,212,255,4
0,166,30,6
60,198,133,8
128,176,30,8
54,166,250,2
0,128,254,4
204,55,63,12
136,28,84,12
0,196,244,4
0,255,230,8
34,60,218,4
69,189,104,6
206,58,70,12
86,176,30,8
54,128,42,8
217,155,68,10
34,218,184,4
30,122,242,2
60,252,233,6
141,184,13,8
144,182,22,8
0,1,239,2
148,53,102,12
10,238,163,6
6,150,247,2
0,242,204,6
27,150,245,2
27,147,242,2
39,224,212,4
226,118,42,12
144,182,22,8
58,202,156,4
77,179,0,10
32,130,210,2
0,128,254,4
144,56,84,14
58,166,68,6
142,68,86,12
46,164,0,8
44,64,240,0
58,202,156,4
162,72,94,12
84,28,152,7
0,26,230,2
6,168,38,6
204,106,1,10
12,226,213,4
20,204,156,4
82,32,162,7
29,118,230,2
71,174,68,6
12,226,213,4
0,230,255,6
100,9,51,14
27,32,190,2
66,20,120,8
196,156,2,10
23,217,246,2
143,182,8,8
246,72,18,10
23,214,243,2
86,176,30,8
10,160,106,6
38,224,214,4
60,252,233,6
142,68,86,12
177,56,66,12
138,177,1,8
140,10,57,12
4,214,236,4
12,156,231,6
10,238,163,6
56,11,72,7
91,174,42,8
215,106,71,10
20,50,193,0
0,147,255,2
14,164,107,6
24,176,234,2
55,0,106,7
40,122,246,2
0,166,234,2
143,182,8,8
27,150,245,2
78,34,156,7
153,66,72,10
87,20,129,7
144,182,22,8
61,191,101,6
32,30,220,2
54,160,100,8
148,53,102,12
85,34,154,7
10,205,252,2
66,160,38,8
234,84,0,8
86,176,30,8
194,164,40,10
32,218,193,4
88,144,70,10
18,159,240,4
18,222,200,4
0,1,239,2
52,126,43,8
168,80,72,12
208,56,64,12
84,28,152,7
87,20,129,7
74,176,64,6
208,96,70,10
36,208,236,2
215,106,71,10
186,112,60,10
192,164,0,10
216,108,0,10
68,196,104,6
60,250,176,6
4,154,246,2
0,219,244,6
35,66,238,0
98,20,154,7
56,11,72,7
136,28,84,12
194,159,0,10
66,160,38,8
86,176,30,8
186,112,60,10
10,205,252,2
146,53,84,14
53,22,130,7
26,150,245,2
48,39,223,0
78,32,156,7
165,80,72,12
50,190,103,6
163,74,94,12
217,155,68,10
48,39,223,0
144,184,0,8
204,97,118,12
228,177,8,8
200,165,0,10
0,220,165,4
69,189,104,6
136,28,84,12
0,230,153,8
30,154,250,2
78,34,156,7
0,226,212,4
178,41,78,14
0,218,248,2
26,150,245,2
0,208,198,4
186,124,76,10
246,72,18,10
27,150,245,2
167,80,72,12
0,242,204,6
146,157,7,8
85,34,154,7
86,176,30,8
0,219,244,6
58,203,156,4
20,50,193,0
0,160,42,6
191,164,40,10
0,188,65,6
211,106,0,10
196,162,0,10
10,198,244,2
56,17,148,7
27,147,242,2
0,128,254,4
23,217,246,2
96,16,136,7
37,65,240,0
120,160,5,8
12,226,213,4
186,112,60,10
44,54,124,0
30,126,243,2
0,128,255,4
144,182,22,8
142,182,0,8
182,114,64,10
39,224,212,4
0,81,255,2
179,26,0,14
192,164,0,10
36,66,240,0
61,28,140,7
188,146,78,12
212,106,0,10
191,163,0,10
23,217,246,2
27,147,242,2
32,234,226,4
10,121,235,2
0,192,93,6
165,40,72,14
0,236,224,4
0,218,248,2
50,215,182,6
73,176,64,6
39,224,212,4
160,20,64,14
209,140,54,10
59,165,68,6
141,184,14,8
14,124,254,2
76,102,26,10
14,198,112,6
186,114,65,10
40,122,246,2
0,42,254,2
58,202,159,4
216,108,0,10
0,252,214,4
156,75,68,12
18,63,242,0
12,226,213,4
158,106,14,10
14,109,244,2
76,102,26,10
0,128,255,4
0,218,248,2
0,226,212,4
36,66,240,0
134,165,49,10
158,106,14,10
160,75,94,12
49,40,220,0
186,56,47,12
139,166,96,8
166,40,72,14
0,218,248,2
178,164,16,10
90,175,43,8
218,72,22,12
148,53,102,12
144,184,0,8
166,97,166,14
4,184,254,2
184,114,64,10
20,50,193,0
23,217,246,2
11,189,48,8
23,217,246,2
29,120,232,2
96,16,136,7
128,127,0,12
52,161,0,8
144,182,22,8
27,32,190,2
44,160,1,8
68,39,162,8
0,205,230,4
89,22,147,7
163,82,72,12
6,168,38,6
208,56,64,12
140,10,57,12
73,176,64,6
165,80,72,12
61,191,101,6
154,33,37,12
188,112,60,10
194,170,67,10
0,0,0,0
69,189,104,6
195,164,34,10
51,211,186,8
14,109,244,2
74,176,64,6
144,56,84,14
204,106,1,10
0,0,179,0
82,176,36,8
158,74,93,12
14,109,244,2
69,189,104,6
194,164,32,10
143,182,8,8
84,28,152,7
190,114,98,12
61,191,101,6
42,192,116,6
192,164,0,10
68,188,104,6
58,14,134,7
226,118,42,12
144,182,22,8
233,0,128,10
73,176,64,6
7,214,152,6
186,112,60,10
52,161,0,8
146,53,84,14
120,210,10,8
102,138,48,8
20,191,140,6
69,189,104,6
189,57,26,12
82,32,162,7
142,68,86,12
0,0,179,0
0,190,94,6
0,192,93,6
148,53,102,12
210,68,20,12
6,150,247,2
58,216,254,4
56,132,32,10
0,252,214,4
23,214,243,2
0,26,230,2
34,160,40,8
128,176,30,8
58,202,159,4
18,222,200,4
32,218,193,4
144,56,84,14
77,179,0,10
92,49,130,7
100,9,51,14
0,190,255,4
184,114,64,10
6,168,38,6
220,10,60,12
35,66,238,0
1,184,92,6
182,42,78,14
39,224,212,4
10,178,224,2
0,0,128,0
148,55,112,12
192,52,60,12
14,213,164,4
54,204,236,4
89,22,147,7
62,232,220,8
156,70,138,12
10,205,252,2
61,191,101,6
30,184,255,2
0,166,30,6
210,68,20,12
165,80,72,12
46,165,0,8
36,124,252,2
14,124,254,2
214,70,22,12
0,178,254,6
58,14,134,7
179,26,0,14
47,163,0,8
14,198,112,6
30,213,238,4
10,205,252,2
186,112,60,10
196,156,2,10
29,120,232,2
0,252,214,4
21,216,248,2
0,26,230,2
60,17,118,8
97,21,97,12
61,191,101,6
215,106,71,10
0,168,31,6
206,58,70,12
128,176,30,8
0,226,216,4
36,65,238,0
157,156,50,10
138,174,22,8
58,202,156,4
23,217,246,2
39,224,212,4
33,169,251,2
146,53,84,14
22,218,246,2
36,66,240,0
27,150,245,2
96,20,144,7
27,150,245,2
143,182,8,8
144,182,22,8
40,204,155,4
208,96,70,10
67,178,58,6
142,181,0,8
85,34,154,7
136,28,84,12
18,63,242,0
36,124,252,2
0,230,247,4
27,150,245,2
67,178,58,6
144,15,4,14
148,54,84,14
0,218,248,2
194,170,67,10
82,175,37,8
69,189,104,6
190,64,58,12
1,195,244,4
14,164,107,6
58,216,254,4
14,168,255,2
186,114,65,10
0,192,94,6
22,218,246,2
128,127,0,12
60,250,176,6
206,58,70,12
10,204,250,2
30,154,250,2
165,80,72,12
69,187,108,6
240,36,90,14
102,138,48,8
141,184,14,8
11,189,48,8
166,97,166,14
76,102,26,10
36,66,240,0
49,157,20,8
171,50,64,12
32,30,220,2
134,179,0,8
38,224,214,4
45,66,222,2
128,169,0,8
164,83,73,12
30,213,238,4
194,166,1,10
166,40,72,14
39,224,212,4
55,0,106,7
34,218,184,4
18,70,242,0
170,56,145,14
208,56,64,12
158,97,17,12
0,192,94,6
216,108,0,10
69,189,104,6
15,221,200,4
142,182,0,8
14,164,107,6
40,204,155,4
0,252,214,4
50,215,182,6
216,108,0,10
42,160,0,8
12,226,213,4
40,122,246,2
164,74,94,12
89,22,147,7
48,168,0,8
40,204,155,4
194,159,0,10
165,80,72,12
36,56,240,0
218,72,22,12
178,76,0,12
58,202,159,4
143,182,8,8
163,82,72,12
96,32,152,7
39,224,212,4
142,68,86,12
18,70,242,0
142,68,86,12
186,113,63,10
90,174,42,8
90,175,43,8
42,160,0,8
132,32,40,12
12,226,213,4
166,40,72,14
194,170,67,10
164,82,71,12
92,17,121,7
242,37,38,12
0,214,156,4
171,50,64,12
148,54,84,14
18,63,242,0
0,128,254,4
142,68,86,12
14,109,244,2
29,118,230,2
186,113,63,10
139,176,0,8
198,106,0,10
26,150,245,2
14,213,164,4
194,170,67,10
72,176,64,6
212,106,0,10
52,161,0,8
67,178,58,6
0,199,56,6
0,0,179,0
191,164,40,10
58,202,156,4
36,56,240,0
163,82,72,12
18,70,242,0
0,229,218,4
165,80,72,12
208,56,64,12
34,60,218,4
0,196,245,4
67,178,58,6
42,36,204,0
87,20,129,7
144,182,22,8
50,215,182,6
92,17,121,7
202,87,23,10
10,160,106,6
39,224,212,4
44,160,1,8
142,182,20,8
32,30,220,2
1,184,92,6
198,0,234,10
212,106,0,10
178,90,84,12
156,75,68,12
56,11,72,7
191,164,41,10
143,182,8,8
10,160,106,6
20,204,156,4
50,190,103,6
0,218,248,2
42,192,116,6
146,53,84,14
163,74,94,12
69,189,104,6
58,202,156,4
54,42,242,0
23,217,246,2
58,202,156,4
68,196,104,6
1,195,244,4
0,190,94,6
194,164,40,8
119,44,72,14
0,188,93,6
30,126,243,2
0,220,208,4
206,58,70,12
163,82,72,12
204,56,63,12
6,150,247,2
132,32,40,12
160,20,64,14
120,45,72,14
29,184,255,2
146,53,84,14
36,208,236,2
30,154,250,2
30,184,255,2
52,255,212,6
166,39,72,14
20,50,193,0
178,76,0,12
0,0,212,2
0,0,199,2
194,166,1,10
164,83,73,12
12,226,213,4
146,53,84,14
144,56,84,14
196,162,0,10
0,0,179,2
206,58,70,12
44,160,1,8
119,0,58,14
0,192,94,6
32,218,193,4
138,178,0,8
218,72,22,12
0,208,198,4
0,196,96,6
10,198,244,2
138,174,22,8
120,45,72,14
86,34,154,7
29,118,230,2
142,68,86,12
84,16,152,7
0,0,0,0
0,128,254,4
6,150,247,2
52,161,0,8
1,225,214,4
0,230,153,8
0,218,248,2
197,161,10,10
10,238,163,6
163,82,72,12
33,169,251,2
15,221,200,4
1,64,254,4
82,208,158,8
74,26,156,7
59,165,68,6
80,20,147,7
50,190,103,6
194,170,67,10
0,220,246,2
90,174,42,8
0,76,255,4
75,176,64,6
234,84,0,8
202,87,23,10
179,26,0,14
178,164,16,10
0,242,204,6
116,46,37,14
42,36,204,0
68,188,104,6
23,217,246,2
144,56,84,14
1,42,254,2
160,75,94,12
189,56,26,12
12,226,213,4
176,22,62,12
30,184,255,2
47,163,0,8
86,176,30,8
30,213,238,4
2,0,229,2
146,53,84,14
186,0,62,14
165,80,72,12
